kegg_id,drug_name,drug_name_jp,drug_name_0_jp
D10303,Kanroin,,甘露飲
D10304,Aladorian (USAN/INN),,アラドリアン
D10305,Aladorian sodium (USAN),,アラドリアンナトリウム
D10306,Avatrombopag (USAN/INN),,アバトロンボパグ
D10307,Avatrombopag maleate (JAN/USAN); Doptelet (TN),ドプテレット,アバトロンボパグマレイン酸塩
D10308,Baricitinib (JAN/USAN/INN); Olumiant (TN),オルミエント,バリシチニブ
D10309,Brexpiprazole (JAN/USAN/INN); Rexulti (TN),レキサルティ,ブレクスピプラゾール
D10310,Balugrastim (USAN/INN),,バルグラスチム
D10311,Blisibimod (USAN/INN),,ブリシビモド
D10312,Clazakizumab (USAN/INN),,クラザキズマブ
D10313,Ertugliflozin (USAN/INN),,エルツグリフロジン
D10314,Giminabant (USAN/INN),,ジミナバント
D10315,Momelotinib (USAN/INN),,モメロチニブ
D10316,Nivolumab (USAN/INN); Nivolumab (genetical recombination) (JAN); Opdivo (TN),オプジーボ,ニボルマブ
D10317,Omarigliptin (JAN/USAN/INN),マリゼブ,オマリグリプチン
D10318,Oprozomib (USAN/INN),,オプロゾミブ
D10319,Panobinostat (USAN/INN); Farydak (TN),,パノビノスタット
D10320,Placulumab (USAN/INN),,プラクルマブ
D10321,Quisinostat (USAN/INN),,キシノスタット
D10322,Quisinostat hydrochloride (USAN),,キシノスタット塩酸塩
D10323,Rilimogene glafolivec (USAN/INN),,リリモジングラフォリベク
D10324,Patidegib (USAN/INN); Saridegib,,パチデギブ
D10325,Patidegib hydrochloride (USAN); Saridegib hydrochloride,,パチデギブ塩酸塩
D10326,Setipiprant (USAN/INN),,セチピプラント
D10327,Tirasemtiv (USAN/INN),,ティラセムチブ
D10328,Vocimagene amiretrorepvec (USAN/INN),,ボシマジンアミレトロレプベク
D10329,Zicronapine (USAN/INN),,ジクロナピン
D10330,Camicinal (USAN/INN),,カミシナル
D10331,Ozanezumab (USAN/INN),,オザネズマブ
D10332,Elubrixin (USAN),,エルブリキシン
D10333,Elosulfase alfa (USAN); Elosulfase alfa (genetical recombination) (JAN); Vimizim (TN),ビミジム,エロスルファーゼアルファ
D10334,Rebastinib (USAN),,レバスチニブ
D10335,Alirocumab (USAN); Praluent (TN),,アリロクマブ
D10336,Fasiglifam (USAN/INN),,ファシグリファム
D10337,Fasinumab (USAN/INN); Fasinumab (genetical recombination) (JAN),,ファシヌマブ
D10338,Lasmiditan (USAN/INN),,ラスミジタン
D10339,Mafodotin (USAN),,マホドチン
D10340,Avibactam sodium (JAN),,アビバクタムナトリウム
D10341,Vorsetuzumab mafodotin (USAN/INN),,ボルセツズマブマホドチン
D10342,Vorsetuzumab (USAN/INN),,ボルセツズマブ
D10343,Delparantag (USAN/INN),,デルパランタグ
D10344,Nelipepimut-S (USAN); Neuvax,,ネリペピムト-S
D10345,Filorexant (USAN/INN),,フィロレキサント
D10346,Recilisib (USAN/INN),,レシリシブ
D10347,Ramatercept (USAN/INN); Ace-031,,ラマテルセプト
D10348,Emixustat (USAN/INN),,エミクススタット
D10349,Bevenopran (USAN/INN),,ベベノプラン
D10351,Algenpantucel-L (USAN),,アルジェンパントセル-L
D10352,Dusigitumab (USAN/INN),,ドゥシギツマブ
D10353,Demcizumab (USAN/INN),,デムシズマブ
D10354,Dupilumab (USAN/INN); Dupilumab (genetical recombination) (JAN); Dupixent (TN),デュピクセント,デュピルマブ
D10355,Aripiprazole cavoxil (USAN),,アリピプラゾールカボキシル
D10356,Inclacumab (USAN/INN),,インクラクマブ
D10357,Doxylamine succinate and pyridoxine hydrochloride; Diclegis (TN),,コハク酸ドキシラミン・ピリドキシン塩酸塩
D10358,Momelotinib dihydrochloride (USAN),,モメロチニブ二塩酸塩
D10359,Migalastat (USAN/INN),,ミガーラスタット
D10360,Actoxumab (USAN/INN),,アクトクスマブ
D10361,Afoxolaner (USAN/INN),,アホクソラナー
D10362,Evodenoson (USAN/INN),,エボデノソン
D10363,Emixustat hydrochloride (USAN),,エミクススタット塩酸塩
D10364,Aripiprazole lauroxil (USAN); Aristada (TN),,アリピプラゾールラウロキシル
D10365,Gandotinib (USAN/INN),,ガンドチニブ
D10366,Sofosbuvir (JAN/USAN/INN); Sovaldi (TN),,ソホスブビル
D10367,Etirinotecan pegol (USAN/INN),,エチリノテカンペゴル
D10368,Entolimod (USAN/INN),,エントリモド
D10369,Eravacycline (USAN/INN),,エラバサイクリン
D10370,Mavatrep (USAN),,マバトレプ
D10371,Methylsamidorphan (USAN),,メチルサミドルファン
D10372,Palbociclib (JAN/USAN); Ibrance (TN),イブランス,パルボシクリブ
D10373,Palifosfamide tromethamine (USAN),,パリホスファミドトロメタミン
D10374,Lifitegrast (USAN/INN); Xiidra (TN),,リフィテグラスト
D10375,Naloxegol oxalate (USAN); Movantik (TN); Moventig (TN),,ナロキセゴルシュウ酸塩
D10376,Recilisib sodium (USAN),,レシリシブナトリウム
D10377,Sebelipase alfa (USAN); Sebelipase alfa (genetical recombination) (JAN); Kanuma (TN),カヌマ,セベリパーゼアルファ
D10378,Vercirnon (USAN/INN),,ベルシルノン
D10379,Vercirnon sodium (USAN),,ベルシルノンナトリウム
D10380,Surotomycin (USAN/INN),,スロトマイシン
D10381,Afuresertib (USAN/INN),,アフレセルチブ
D10382,Afuresertib hydrochloride (USAN),,アフレセルチブ塩酸塩
D10383,Aldoxorubicin (USAN/INN),,アルドキソルビシン
D10384,Aldoxorubicin Hydrochloride (USAN),,アルドキソルビシン塩酸塩
D10385,Ezetimibe and atorvastatin; Atozet (TN); Liptruzet (TN),アトーゼット,エゼチミブ・アトルバスタチン
D10386,Cindunistat (USAN/INN),,シンドゥニスタット
D10387,Danirixin (USAN/INN),,ダニリキシン
D10388,Deferitazole (USAN/INN),,デフェリタゾール
D10389,Deferitazole Magnesium (USAN),,デフェリタゾールマグネシウム
D10390,Pidilizumab (USAN/INN),,ピジリズマブ
D10391,Telmapitant (USAN/INN),,テルマピタント
D10392,Lifitegrast sodium (USAN),,リフィテグラストナトリウム
D10393,Deldeprevir (USAN/INN); Neceprevir,,デルデプレビル
D10394,Deldeprevir sodium (USAN); Neceprevir sodium,,デルデプレビルナトリウム
D10395,Nesvacumab (USAN/INN),,ネスバクマブ
D10396,Nintedanib esylate (USAN); Nintedanib ethanesulfonate (JAN); Ofev (TN),オフェブ,ニンテダニブエタンスルホン酸塩
D10397,Rabusertib (USAN/INN),,ラブセルチブ
D10398,Radium Ra 223 dichloride (USAN); Xofigo (TN),ゾーフィゴ,塩化ラジウム
D10399,Rebastinib Tosylate (USAN),,レバスチニブトシル酸塩
D10400,Tildrakizumab (USAN); Tildrakizumab (genetical recombination) (JAN); Tildrakizumab-asmn; Ilumya (TN),イルミア,チルドラキズマブ
D10401,Trenonacog alfa (USAN/INN),,トレノナコグアルファ
D10402,Fluralaner (USAN/INN),,フルララナー
D10403,Eluxadoline (USAN/INN); Viberzi (TN),,エルクサドリン
D10404,Eldelumab (USAN/INN),,エルデルマブ
D10405,Cobimetinib (USAN/INN),,コビメチニブ
D10406,Dianexin (USAN/INN),,ジアネキシン
D10407,Vatiquinone (JAN/USAN/INN),,バチキノン
D10408,Vedroprevir (USAN/INN),,ベドロプレビル
D10409,Quilizumab (USAN/INN),,キリズマブ
D10410,Vantictumab (USAN/INN),,バンチクツマブ
D10411,Tovetumab (USAN/INN),,トベツマブ
D10412,Sisapronil (USAN/INN),,シサプロニル
D10413,Pevonedistat (USAN/INN),,ペボネジスタット
D10414,Brilacidin (USAN/INN),,ブリラシジン
D10415,Brilacidin tetrahydrochloride (USAN),,ブリラシジン四塩酸塩
D10416,Belnacasan (USAN/INN),,ベルナカサン
D10417,Birinapant (USAN/INN),,ビリナパント
D10418,Delparantag pentahydrochloride (USAN),,デルパランタグ五塩酸塩
D10419,Cindunistat hydrochloride maleate (USAN),,シンドゥニスタット塩酸塩マレイン酸塩
D10420,Elubrixin tosylate (USAN),,エルブリキシントシル酸塩
D10421,Eravacycline dihydrochloride (USAN); Xerava (TN),,エラバサイクリン二塩酸塩
D10422,Etirinotecan pegol tetrahydrochloride (USAN),,エチリノテカンペゴル四塩酸塩
D10423,Ilorasertib (USAN/INN),,イロラセルチブ
D10424,Lasmiditan succinate (JAN/USAN); lasmiditan hemisuccinate; Reyvow (TN),レイボー,ラスミジタンコハク酸塩
D10425,Lomibuvir (USAN/INN),,ロミブビル
D10426,Pimasertib (USAN/INN),,ピマセルチブ
D10427,Etirinotecan pegol tetratriflutate (USAN),,エチリノテカンペゴル四トリフルタート
D10428,Tenofovir alafenamide (USAN/INN),,テノホビルアラフェナミド
D10429,Tergenpumatucel-L (USAN),,テルジェンプマツセル-L
D10430,Treprostinil diolamine (USAN); Orenitram (TN),,トレプロスチニルジオラミン
D10431,Ulodesine (USAN/INN),,ウロデシン
D10432,Ulodesine succinate (USAN); Ulodesine hemisuccinate monohydrate,,ウロデシンコハク酸塩二水和物
D10433,Vibegron (JAN/USAN/INN); Beova (TN); Gemtesa (TN),ベオーバ,ビベグロン
D10434,Vintafolide (USAN/INN),,ビンタフォリド
D10435,Acorafloxacin (USAN/INN); Avarofloxacin,,アコラフロキサシン
D10436,Cebranopadol (USAN/INN),,セブラノパドール
D10437,Galunisertib (USAN/INN),,ガルニセルチブ
D10438,Guselkumab (USAN/INN); Guselkumab (genetical recombination) (JAN); Tremfya (TN),トレムフィア,グセルクマブ
D10439,Imgatuzumab (USAN/INN),,イムガツズマブ
D10440,Lampalizumab (USAN/INN),,ラムパリズマブ
D10441,Latanoprostene bunod (USAN/INN); Vyzulta (TN),,ラタノプロステンブノド
D10442,Ledipasvir (USAN/INN),,レジパスビル
D10443,Liafensine (USAN/INN),,リアフェンシン
D10444,Lirilumab (USAN/INN),,リリルマブ
D10445,Lubabegron (USAN/INN),,ルバベグロン
D10446,Margetuximab (USAN/INN); Margetuximab-cmkb; Margenza (TN),,マルジェツキシマブ
D10447,Pegbovigrastim (USAN/INN),,ペグボビグラスチム
D10448,Dried wine grape leaf extracts; antistax (TN),,赤ブドウ葉乾燥エキス混合物
D10449,Ibuprofen and scopolamine butylbromide,,イブプロフェン・ブチルスコポラミン臭化物
D10450,Alectinib hydrochloride (JAN); Alecensa (TN),アレセンサ,アレクチニブ塩酸塩
D10451,Olanexidine gluconate (JAN); Olanedine (TN),オラネジン,オラネキシジングルコン酸塩
D10452,Cabazitaxel acetonate (JAN); Cabazitaxel acetone; Jevtana (TN),ジェブタナ,カバジタキセルアセトン付加物
D10453,Bezlotoxumab (USAN/INN); Bezlotoxumab (genetical recombination) (JAN); Zinplava (TN),,ベズロトクスマブ
D10454,Cantuzumab ravtansine (USAN/INN),,カンツズマブラブタンシン
D10455,Pneumococcal 13-valent conjugate vaccine; Prevnar 13 (TN); Prevenar 13 (TN),,沈降13価肺炎球菌結合型ワクチン
D10456,Delcasertib (USAN/INN),,デルカセルチブ
D10457,Delcasertib acetate (USAN),,デルカセルチブ酢酸塩
D10458,Ketotifen fumarate and naphazoline hydrochloride,,ケトチフェンフマル酸塩・ナファゾリン塩酸塩
D10459,Empagliflozin (JAN/USAN/INN); Jardiance (TN),ジャディアンス,エンパグリフロジン
D10460,Enoticumab (USAN/INN),,エノチクマブ
D10461,Dienogest and estradiol valerate; Natazia (TN),,ジエノゲスト・エストラジオール吉草酸エステル
D10462,Faldaprevir sodium (JAN/USAN),,ファルダプレビルナトリウム
D10463,Ripasudil hydrochloride hydrate (JAN/USAN); Glanatec (TN),グラナテック,リパスジル塩酸塩水和物
D10464,Firtecan pegol (USAN/INN),,フィルテカンペゴル
D10465,Golvatinib tartrate (USAN),,ゴルバチニブ酒石酸塩
D10466,Vonoprazan fumarate (JAN/USAN); Takecab (TN); Voquezna (TN),タケキャブ,ボノプラザンフマル酸塩
D10467,Tipiracil hydrochloride (JAN/USAN),,チピラシル塩酸塩
D10468,Cysteamine bitartrate (JAN); Mercaptamine bitartrate; Cystagon (TN); Procysbi (TN),ニシスタゴン,システアミン酒石酸塩
D10469,Simeprevir sodium (JAN); Olysio (TN); Sovriad (TN),,シメプレビルナトリウム
D10470,Strychnine nitrate,,硝酸ストリキニーネ
D10471,Idraparinux sodium (USAN),,イドラパリヌクスナトリウム
D10472,Imilecleucel-T (USAN); Tcelna (TN),,イミレクルユーセルT
D10473,Insulin peglispro (USAN/INN),,インスリンペグリスプロ
D10474,Iodine povacrylex (USAN),,ヨウ素ポバクリレックス
D10475,Ioforminol (USAN/INN),,イオフォルミノール
D10476,Lusutrombopag (JAN/USAN/INN); Mulpleta (TN),ムルプレタ,ルストロンボパグ
D10477,Mericitabine (USAN/INN),,メリシタビン
D10478,Naldemedine tosylate (JAN/USAN); Naldemedine tosilate; Symproic (TN),スインプロイク,ナルデメジントシル酸塩
D10479,Naloxegol (USAN/INN),,ナロキセゴル
D10480,Irbesartan and trichlormethiazide; Irtra (TN),イルトラ,イルベサルタン・トリクロルメチアジド
D10481,Nintedanib (USAN/INN); Ofev (TN),,ニンテダニブ
D10482,Ocaratuzumab (USAN/INN),,オカラツズマブ
D10483,Peginterferon beta-1a (USAN/INN); Plegridy (TN),,ペグインターフェロンベータ-1a
D10484,Pegnivacogin (USAN/INN),,ペグニバコギン
D10485,Pexastimogene devacirepvec (USAN/INN),,ペキサスチモジンデバシレプベク
D10486,Pimasertib hydrochloride (USAN),,ピマセルチブ塩酸塩
D10487,Rivipansel (USAN/INN),,リビパンセル
D10488,Serelaxin (USAN/INN); Serelaxin (genetical recombination) (JAN),,セルラキシン
D10489,Sodium glycerophosphate (USAN),,グリセロリン酸ナトリウム水和物
D10490,Tafenoquine (USAN),,タフェノキン
D10491,Technetium tc 99m etarfolatide (USAN/INN),,テクネチウム エタルフォラチド
D10492,Tildipirosin (USAN/INN); Zuprevo [veterinary] (TN),,チルジピロシン
D10493,Trabodenoson (USAN/INN),,トラボデノソン
D10494,Vesencumab (USAN/INN),,ベセンクマブ
D10495,Zicronapine succinate (USAN),,ジクロナピンコハク酸塩
D10496,Urea C14 (USP); Pytest (TN),,尿素
D10497,Pasireotide diaspartate; Signifor (TN),,パシレオチドジアスパルタート
D10498,Choline C-11; Choline C-11 (TN),,コリン
D10499,Hoyokangoto,,補陽還五湯
D10500,Metformin hydrochloride and repaglinide; Prandimet (TN),,メトホルミン塩酸塩・レパグリニド
D10501,Fluticasone furoate and vilanterol trifenatate; Breo ellipta (TN); Relvar ellipita (TN),レルベア,フルチカゾンフランカルボン酸エステル・ビランテロールトリフェニル酢酸塩
D10502,Gemigliptin (INN),,ゲミグリプチン
D10503,Ethacizine,,エタシジン
D10504,Meldonium (INN),,メルドニウム
D10505,Glycopyrronium bromide and indacaterol maleate; Ultibro (TN),ウルティブロ,グリコピロニウム臭化物・インダカテロールマレイン酸塩
D10506,Fluticasone propionate and formoterol fumarate hydrate; Flutiform (TN),フルティフォーム,フルチカゾンプロピオン酸エステル・ホルモテロールフマル酸塩水和物
D10507,Cridanimod (INN),,クリダニモド
D10508,Mebicar,,メビカー
D10509,Phenibut,,フェニブト
D10510,Sequifenadine,,セキフェナジン
D10511,Afamelanotide (USAN/INN); Scenesse (TN),,アファメラノチド
D10512,Brinzolamide and timolol maleate; Azorga (TN),アゾルガ,ブリンゾラミド・チモロールマレイン酸塩
D10513,Clopidogrel sulfate and aspirin; Clopidogrel and acetylsalicyclic acid; Complavin (TN),コンプラビン,クロピドグレル硫酸塩・アスピリン
D10514,Dacomitinib (USAN); Dacomitinib hydrate (JAN); Vizimpro (TN),ビジンプロ,ダコミチニブ水和物
D10515,Zoledronic acid hemipentahydrate (JAN),,ゾレドロン酸ヘミペンタ水和物
D10516,Aripiprazole hydrate (JAN); Aripiprazole monohydrate; Abilify maintena (TN),エビリファイ,アリピプラゾール水和物
D10517,Crisantaspase (JAN/INN); Enrylaze (TN); Erwinase (TN),アーウィナーゼ,クリサンタスパーゼ
D10518,Valaciclovir hydrochloride hydrate (JAN); Valacyclovir hydrochloride hydrate; Valaciclovir (TN),,バラシクロビル塩酸塩水和物
D10519,"Rabeprazole, amoxicillin and clarithromycin; Rabecure (TN)",ラベキュア,ラベプラゾール・アモキシシリン・クラリスロマイシン
D10520,"Rabeprazole, amoxicillin and metronidazole; Rabefine (TN)",ラベファイン,ラベプラゾール・アモキシシリン・メトロニダゾール
D10521,Cistanche herb (JP18); Cistanchis herba,,ニクジュヨウ
D10522,Eftrenonacog alfa (INN); Eftrenonacog alfa (genetical recombination) (JAN); Alprolix (TN),オルプロリクス,エフトレノナコグアルファ
D10523,Shinsentaitsuko,,神仙太乙膏
D10524,Azilsartan and amlodipine besilate; Zacras (TN),ザクラス,アジルサルタン・アムロジピンベシル酸塩
D10525,Valsartan and cilnidipine; Atedio (TN),アテディオ,バルサルタン・シルニジピン
D10526,Trifluridine and tipiracil hydrochloride; Lonsurf (TN),ロンサーフ,トリフルリジン・チピラシル塩酸塩
D10527,Acetylsalicylic acid and lansoprazole; Acetylsalicylic acid and lansoprazole; Takelda (TN),タケルダ,アスピリン・ランソプラゾール
D10528,Aldosterone (INN),,アルドステロン
D10529,Paraoxon,,パラオキソン
D10530,Sodium selenite (JAN); Aselend (TN),アセレンド,亜セレン酸ナトリウム
D10531,Clindamycin phosphate hydrate (JAN),,クリンダマイシンリン酸エステル水和物
D10532,Catridecacog (INN); Catridecacog (genetical recombination) (JAN); NovoThirteen (TN),ノボサーティーン,カトリデカコグ
D10533,Umeclidinium bromide and vilanterol; Anoro (TN),アノーロ,ウメクリジニウム臭化物・ビランテロール
D10534,Calcipotriene and betamethasone dipropionate; Calcipotriol and betamethasone dipropionate; Dovobet (TN); Enstilar (TN); Taclonex (TN),ドボベット,カルシポトリオール・ベタメタゾンジプロピオン酸エステル
D10535,"Meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated; Menactra (TN); Nimenrix (TN)",,4価髄膜炎菌ワクチン
D10536,Japanese cedar pollen extract,シダキュア,標準化スギ花粉エキス
D10537,Methylthioninium chloride hydrate (JAN); Methylene blue (TN),メチレンブルー,メチルチオニニウム塩化物水和物
D10538,Nonacog gamma (INN); Nonacog gamma (genetical recombination) (JAN); Rixubis (TN),,ノナコグガンマ
D10539,Efraloctocog alfa (genetical recombination) (JAN); Eloctate (TN),イロクテイト,エフラロクトコグアルファ
D10540,Abrilumab (USAN/INN),,アブリルマブ
D10541,Aducanumab (USAN); Aducanumab (genetical recombination) (JAN),,アデュカヌマブ
D10542,Alectinib (USAN/INN),,アレクチニブ
D10543,Apitolisib (USAN/INN),,アピトリシブ
D10544,Acorafloxacin hydrochloride (USAN); Avarofloxacin hydrochloride,,アコラフロキサシン塩酸塩
D10545,Batefenterol (USAN),,バテフェンテロール
D10546,Batefenterol succinate (USAN),,バフェンテロールコハク酸塩
D10547,Brincidofovir (USAN); Tembexa (TN),,ブリンシドフォビル
D10548,Cabotegravir (JAN/USAN/INN); Vocabria (TN); Apretude (TN),ボカブリア,カボテグラビル
D10549,Cabotegravir sodium (JAN/USAN); Vocabria (TN),ボカブリア,カボテグラビルナトリウム
D10550,Censavudine (USAN); Festinavir,,センサブジン
D10551,Ceritinib (JAN/USAN/INN); Zykadia (TN),ジカディア,セリチニブ
D10552,Dactolisib (USAN/INN),,ダクトリシブ
D10553,Dasabuvir (USAN/INN),,ダサブビル
D10554,Deleobuvir (USAN/INN),,デレオブビル
D10555,Duvelisib (USAN/INN),,デュベリシブ
D10556,Fimasartan (INN),,フィマサルタン
D10557,Evolocumab (USAN/INN); Evolocumab (genetical recombination) (JAN); Repatha (TN),レパーサ,エボロクマブ
D10558,Umifenovir (INN),,ウミフェノビル
D10559,Dinutuximab (USAN/INN); Dinutuximab (genetical recombination) (JAN); Unituxin (TN),ユニツキシン,ジヌツキシマブ
D10560,Idelalisib (JAN/USAN/INN); Zydelig (TN),,イデラリシブ
D10561,Fabomotizole (INN),,ファボモチゾール
D10562,Macimorelin acetate (USAN); Macrilen (TN),,マシモレリン酢酸塩
D10563,Macimorelin (USAN),,マシモレリン
D10564,Amenamevir (JAN/INN); Amenalief (TN),アメナリーフ,アメナメビル
D10565,Pefcalcitol (JAN/USAN/INN),,ペフカルシトール
D10566,Pasireotide pamoate (JAN); Signifor lar (TN),シグニフォー,パシレオチドパモ酸塩
D10567,Fasiglifam hydrate (JAN); Fasiglifam hemihydrate,,ファシグリファム水和物
D10568,Pitavastatin calcium hydrate (JP18); Pitabastatin calcium pentahydrate; Livalo (TN),ピタバスタチンCa,ピタバスタチンカルシウム水和物
D10569,Tafluprost and timolol maleate; Tapcom (TN),タプコム,タフルプロスト・チモロールマレイン酸塩
D10570,Insulin degludec (genetical recombination) and insulin aspart (genetical recombination); Ryzodeg (TN),ライゾデグ,インスリンデグルデク ・インスリンアスパルト
D10571,"Rilpivirine hydrochloride, tenofovir disoproxil fumarate and emtricitabine; Complera (TN); Eviplera (TN)",,リルピビリン塩酸塩・テノホビルジソプロキシルフマル酸塩・エムトリシタビン
D10572,Fosnetupitant and palonosetron hydrochloride; Netupitant and palonosetron hydrochloride; Akynzeo (TN),,ホスネツピタント・パロノセトロン塩酸塩
D10573,Sodium hyaluronate crosslinked polymer (JAN); Synvisc (TN),サイビスクディスポ,ヒアルロン酸ナトリウム架橋処理ポリマー
D10574,Pembrolizumab (USAN); Pembrolizumab (genetical recombination) (JAN); Keytruda (TN),キイトルーダ,ペムブロリズマブ
D10575,Finafloxacin (INN); Xtoro (TN),,フィナフロキサシン
D10576,Ombitasvir (USAN/INN),,オムビタスビル
D10577,Ceftolozane sulfate and tazobactam sodium; Zerbaxa (TN),ザバクサ,セフトロザン硫酸塩・タゾバクタムナトリウム
D10578,Ledipasvir and sofosbuvir; Harvoni (TN),ハーボニー,レジパスビル・ソホスブビル
D10579,Conjugated estrogens and bazedoxifene acetate; Oestrogens conjugated with bazedoxifene acetate; Duavee (TN); Duavive (TN),,結合型エストロゲン・バゼドキシフェン酢酸塩
D10580,Paritaprevir (USAN/INN),,パリタプレビル
D10581,Dasabuvir sodium hydrate; Dasabuvir sodium monohydrate; Exviera (TN),,ダサブビルナトリウム水和物
D10582,"Dasabuvir, ombitasvir, paritaprevir and ritonavir; Viekira pak (TN)",,ダサブビル・オムビタスビル・パリタプレビル・リトナビル
D10583,Aftobetin (USAN/INN),,アフトベチン
D10584,Buparlisib (USAN/INN),,ブパルリシブ
D10585,Decernotinib (USAN/INN); Adelatinib,,デセルノチニブ
D10586,Dapagliflozin and metformin; Xigduo xr (TN),,ダパグリフロジン・メトホルミン
D10587,Canagliflozin and metformin; Invokamet (TN),,カナグリフロジン・メトホルミン
D10588,Empagliflozin and linagliptin; Glyxambi (TN),トラディアンス,エンパグリフロジン・リナグリプチン
D10589,Azilsartan medoxomil and chlorthalidone; Edarbyclor (TN),,アジルサルタンメドキソミル・クロルタリドン
D10590,Norgestimate and ethinyl estradiol; Mononessa (TN); Trinessa (TN),,ノルゲスチマート・エチニルエストラジオール
D10591,Clonidine and chlorthalidone; Clorpres (TN),,クロニジン・クロルタリドン
D10592,Atenolol and chlorthalidone; Tenoretic (TN),,アテノロール・クロルタリドン
D10593,Roxadustat (JAN/USAN/INN); Evrenzo (TN),エベレンゾ,ロキサデュスタット
D10594,Rovatirelin hydrate (JAN); Rovatirelin trihydrate,,ロバチレリン水和物
D10595,Asfotase alfa (USAN/INN); Asfotase alfa (genetical recombination) (JAN); Strensiq (TN),ストレンジック,アスホターゼアルファ
D10596,Pemetrexed sodium hemipentahydrate (JAN); Pemetrexed disodium hemipentahydrate; Pemetrexed accord (TN),,ペメトレキセドナトリウムヘミペンタ水和物
D10597,Paritaprevir hydrate (JAN); Paritaprevir dihydrate,,パリタプレビル水和物
D10598,Ombitasvir hydrate (JAN); Ombitasvir heminonahydrate,,オムビタスビル水和物
D10599,Ledipasvir acetonate (JAN),,レジパスビルアセトン付加物
D10600,"Dolutegravir, abacavir and lamivudine; Triumeq (TN)",トリーメク,ドルテグラビル・アバカビル・ラミブジン
D10601,Pneumococcal 10-valent conjugate vaccine; Synflorix (TN),,沈降10価肺炎球菌結合ワクチン
D10602,Clindamycin phosphate and benzoyl peroxide; Duac (TN); Onexton (TN),デュアック,クリンダマイシンリン酸エステル・過酸化ベンゾイル
D10603,Mite allergen extract,アシテア,ダニアレルゲンエキス
D10604,Binimetinib (JAN/USAN/INN); Mektovi (TN),メクトビ,ビニメチニブ
D10605,Tenofovir alafenamide fumarate (JAN/USAN); Vemlidy (TN),ベムリディ,テノホビルアラフェナミドフマル酸塩
D10606,Raloxifene hydrochloride hydrate (JAN),,ラロキシフェン塩酸塩水和物
D10607,Aftobetin hydrochloride (USAN),,アフトベチン塩酸塩
D10609,Buparlisib hydrochloride (JAN/USAN),,ブパルリシブ塩酸塩
D10610,Beclabuvir (USAN/INN),,ベクラブビル
D10611,Beclabuvir hydrochloride (JAN/USAN),,ベクラブビル塩酸塩
D10612,Benzhydrocodone (USAN/INN),,ベンズヒドロコドン
D10613,Bradanicline (USAN/INN),,ブラダニクリン
D10614,Briciclib (USAN/INN),,ブリシクリブ
D10615,Cobimetinib fumarate (USAN); Cobimetinib hemifumarate; Cotellic (TN),,コビメチニブフマル酸塩
D10616,Dactolisib tosylate (USAN),,ダクトリシブトシル酸塩
D10617,Dagrocorat (USAN/INN),,ダグロコラト
D10618,Defactinib (USAN/INN),,デファクチニブ
D10619,Defactinib hydrochloride (USAN),,デファクチニブ塩酸塩
D10620,Bimagrumab (JAN/USAN/INN),,ビマグルマブ
D10621,Bococizumab (USAN/INN); Bococizumab (genetical recombination) (JAN),,ボコシズマブ
D10622,Deleobuvir sodium (JAN/USAN),,デレオブビルナトリウム
D10623,Dianhydrogalactitol (USAN/INN),,ジアンヒドロガラクチトール
D10624,Doravirine (JAN/USAN/INN); Pifeltro (TN),ピフェルトロ,ドラビリン
D10625,Elbasvir (JAN/USAN/INN); Erelsa (TN),,エルバスビル
D10626,Encenicline (USAN/INN),,エンセニクリン
D10627,Esketamine hydrochloride (JAN/USAN); Spravato (TN),,エスケタミン塩酸塩
D10628,Esuberaprost (USAN/INN),,エスベラプロスト
D10629,Etiguanfacine (USAN/INN),,エチグアンファシン
D10630,Fedratinib (USAN/INN),,フェドラチニブ
D10631,Fevipiprant (JAN/USAN/INN),,フェビピプラント
D10632,Filociclovir (USAN/INN),,フィロシクロビル
D10633,Finerenone (JAN/USAN/INN); Kerendia (TN),ケレンディア,フィネレノン
D10634,Fosdagrocorat (USAN/INN),,フォスダグロコラト
D10635,Gedatolisib (USAN/INN),,ジェダトリシブ
D10636,Glasdegib (USAN/INN),,グラスデギブ
D10637,Glyceryl tristearate (NF),,グリセリルトリステアラート
D10638,Grapiprant (USAN/INN),,グラピプラント
D10639,Grazoprevir (USAN); Grazoprevir hydrate (JAN); Grazyna (TN),,グラゾプレビル水和物
D10640,Indoximod (USAN/INN),,インドキシモド
D10641,Ipatasertib (USAN/INN),,イパタセルチブ
D10642,Irinotecan sucrosofate (USAN),,イリノテカンスクロソファート
D10643,Isavuconazonium sulfate (JAN/USAN); Cresemba (TN),クレセンバ,イサブコナゾニウム硫酸塩
D10644,Isavuconazonium (USAN),,イサブコナゾニウム
D10645,Lubabegron fumarate (USAN),,ルバベグロンフマル酸塩
D10646,Luminespib (USAN/INN),,ルミネスピブ
D10647,Luminespib mesylate (USAN),,ルミネスピブメシル酸塩
D10648,Methylsamidorphan chloride (USAN/INN),,メチルサミドルファン塩化物
D10649,Muparfostat (USAN),,ムパフォスタット
D10650,Muparfostat sodium (USAN),,ムパフォスタットナトリウム
D10651,Orilotimod (USAN/INN),,オリロチモド
D10652,Palbociclib isethionate (USAN),,パルボシクリブイセチオン酸塩
D10653,Peficitinib (USAN/INN),,ペフィシチニブ
